_id,TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
171,SWOD-AQAKLU,20180730,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
172,SWOD-AQAKLU,20170822,Routine,0,0,,Low
173,HCAR-BG7QZ3,20200708,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
174,HCAR-BG7QZ3,20200203,Routine,0,0,,Low
175,HCAR-BG7QZ3,20191007,Routine,0,0,,Low
176,JDSO-AD4MWR,20191126,Routine,0,0,,Low
177,JDSO-AD4MWR,20190508,Routine,0,0,,Low
178,JDSO-AD4MWR,20181108,Routine,0,0,,Low
179,JDSO-AD4MWR,20180509,Follow-Up,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
180,JDSO-AD4MWR,20180412,Routine,0,0,,Low
181,JDSO-AD4MWR,20170914,Routine,0,0,,Low
182,JDSO-AD4MWR,20170412,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
183,JDSO-AD4MWR,20170322,Routine,0,0,,Low
184,A017293,20201030,Routine,0,0,,Low
185,A017293,20200428,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
186,A017293,20191128,Routine,1,0,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat",Low
187,A017293,20190624,Follow-Up,0,0,,Low
188,A017293,20190620,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
189,A017293,20190103,Routine,1,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
190,A017293,20180706,Routine,1,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
191,A017293,20180105,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
192,A017293,20170811,Routine,0,0,,Low
193,A017293,20170215,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
194,A017349,20200107,Routine,0,0,,Low
195,A017349,20190326,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
196,A017349,20180319,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
197,A017349,20170217,Routine,0,0,,Low
198,A017335,20201005,Routine,0,0,,Low
199,A017335,20200401,Routine,1,0,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat",Low
200,A017335,20191106,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
201,A017335,20190510,Routine,0,2,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
202,A017335,20190128,Follow-Up,0,0,,Low
203,A017335,20181120,Follow-Up,0,0,,Low
204,A017335,20181106,Routine,1,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
205,A017335,20180810,Follow-Up,0,0,,Low
206,A017335,20180508,Follow-Up,0,0,,Low
207,A017335,20180503,Routine,2,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
208,A017335,20171128,Routine,1,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
209,A017335,20170811,Follow-Up,0,0,,Low
210,A017335,20170704,Follow-Up,0,0,,Low
211,A017335,20170605,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
212,A020068,20190925,Routine,2,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
213,A020068,20190423,Routine,0,2,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
214,A020068,20181022,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
215,A020068,20180621,Follow-Up,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
216,A020068,20180619,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
217,A020068,20180119,Follow-Up,0,0,,Low
218,A020068,20171122,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
219,A020068,20171027,Routine,3,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
220,A020068,20170510,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
221,GEDS-7ZLTQN,20191007,Follow-Up,0,0,,Low
222,GEDS-7ZLTQN,20191003,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
223,GEDS-7ZLTQN,20190429,Routine,0,0,,Low
224,GEDS-7ZLTQN,20181017,Routine,0,1,"501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Low
225,GEDS-7ZLTQN,20180509,Routine,0,0,,Low
226,GEDS-7ZLTQN,20171110,Follow-Up,0,0,,Low
227,GEDS-7ZLTQN,20171031,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
228,GEDS-7ZLTQN,20171027,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
229,GEDS-7ZLTQN,20170525,Routine,0,0,,Low
230,SDFO-8HVQQ6,20191007,Follow-Up,0,0,,Low
231,SDFO-8HVQQ6,20191004,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
232,SDFO-8HVQQ6,20190426,Follow-Up,0,0,,Low
233,SDFO-8HVQQ6,20190425,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
234,SDFO-8HVQQ6,20190424,Routine,1,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
235,SDFO-8HVQQ6,20190107,Follow-Up,0,0,,Low
236,SDFO-8HVQQ6,20190104,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
237,SDFO-8HVQQ6,20180705,Routine,1,1,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
238,SDFO-8HVQQ6,20171130,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
239,SDFO-8HVQQ6,20170421,Routine,0,1,"305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
240,A018613,20191119,Follow-Up,0,0,,Low
241,A018613,20191106,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
242,A018613,20190715,Routine,0,0,,Low
243,A018613,20181211,Follow-Up,0,0,,Low
244,A018613,20181203,Routine,0,2,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
245,A018613,20180622,Routine,0,2,"212,Not Critical,Operator has not provided acceptable written food handling procedures [s. 23],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
246,A018613,20171220,Follow-Up,0,0,,Low
247,A018613,20171207,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
248,A018613,20170612,Follow-Up,0,0,,Low
249,A018613,20170609,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
250,A018613,20170221,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
251,HCAR-BC9TWR,20200123,Routine,0,1,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat",Low
252,HCAR-BC9TWR,20191025,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
253,HCAR-BC9TWR,20190611,Routine,0,0,,Low
254,SWOD-A53UKG,20191121,Routine,0,0,,Low
255,SWOD-A53UKG,20190516,Routine,0,0,,Low
256,SWOD-A53UKG,20181127,Routine,0,0,,Low
257,SWOD-A53UKG,20180605,Routine,0,0,,Low
258,SWOD-A53UKG,20171030,Routine,0,1,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat",Low
259,SWOD-A53UKG,20170501,Routine,0,0,,Low
260,NDAA-9BHRSB,20200810,Routine,1,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat",Low
261,NDAA-9BHRSB,20200203,Routine,0,0,,Low
262,NDAA-9BHRSB,20190826,Routine,0,0,,Low
263,NDAA-9BHRSB,20190220,Routine,0,1,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Low
264,NDAA-9BHRSB,20181204,Follow-Up,0,0,,Low
265,NDAA-9BHRSB,20181129,Follow-Up,0,0,,Low
266,NDAA-9BHRSB,20181122,Follow-Up,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
267,NDAA-9BHRSB,20180827,Follow-Up,0,0,,Low
268,NDAA-9BHRSB,20180810,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Moderate
269,NDAA-9BHRSB,20170922,Follow-Up,0,0,,Low
270,NDAA-9BHRSB,20170919,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Moderate
271,NDAA-9BHRSB,20170404,Routine,0,0,,Low
272,SHEN-A6LRKW,20191105,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
273,SHEN-A6LRKW,20190627,Follow-Up,0,0,,Low
274,SHEN-A6LRKW,20190626,Follow-Up,0,0,,Low
275,SHEN-A6LRKW,20190620,Follow-Up,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",High
276,SHEN-A6LRKW,20190618,Routine,1,1,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
277,SHEN-A6LRKW,20190122,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
278,SHEN-A6LRKW,20180820,Follow-Up,0,0,,Low
279,SHEN-A6LRKW,20180816,Routine,0,2,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
280,SHEN-A6LRKW,20180131,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
281,SHEN-A6LRKW,20170728,Routine,2,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|303,Critical,Equipment/facilities/hot & cold water for sanitary maintenance not adequate [s. 17(3); s. 4(1)(f)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
282,HCAR-AVHUXX,20191105,Routine,0,0,,Low
283,HCAR-AVHUXX,20190507,Routine,0,1,"502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
284,HCAR-AVHUXX,20181214,Routine,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
285,HCAR-AVHUXX,20180727,Routine,0,1,"502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
286,HCAR-AVHUXX,20180214,Routine,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
287,SHEN-9SZQZX,20201105,Follow-Up,0,0,,Low
288,SHEN-9SZQZX,20191230,Routine,0,0,,Low
289,SHEN-9SZQZX,20190702,Follow-Up,0,0,,Low
290,SHEN-9SZQZX,20190618,Routine,1,4,"304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
291,SHEN-9SZQZX,20190114,Routine,0,1,"310,Not Critical,Single use containers & utensils are used more than once [s. 20],Not Repeat",Low
292,SHEN-9SZQZX,20180619,Routine,0,2,"104,Not Critical,Permit not posted in a conspicuous location [s. 8(7)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
293,SHEN-9SZQZX,20180214,Routine,2,1,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat",Low
294,SHEN-9SZQZX,20170620,Routine,0,0,,Low
295,SHEN-9SZQZX,20170207,Routine,2,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
296,GEDS-7WNLD2,20200310,Follow-Up,0,0,,Low
297,GEDS-7WNLD2,20200303,Follow-Up,0,0,,Low
298,GEDS-7WNLD2,20200302,Routine,1,3,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
